Date,DIS,MSFT
2012-12-27,49.52999877929688,26.959999084472656
2012-12-28,49.150001525878906,26.549999237060547
2012-12-31,49.790000915527344,26.709999084472656
2013-01-02,51.09999847412109,27.6200008392334
2013-01-03,51.209999084472656,27.25
2013-01-04,52.18999862670898,26.739999771118164
2013-01-07,50.970001220703125,26.690000534057617
2013-01-08,50.7599983215332,26.549999237060547
2013-01-09,50.77999877929688,26.700000762939453
2013-01-10,50.790000915527344,26.459999084472656
2013-01-11,50.58000183105469,26.82999992370605
2013-01-14,50.59000015258789,26.88999938964844
2013-01-15,51.09000015258789,27.209999084472656
2013-01-16,51.52999877929688,27.040000915527344
2013-01-17,52.40999984741211,27.25
2013-01-18,52.34000015258789,27.25
2013-01-22,52.72999954223633,27.14999961853028
2013-01-23,53.95000076293945,27.61000061035156
2013-01-24,53.95000076293945,27.6299991607666
2013-01-25,54.380001068115234,27.8799991607666
2013-01-28,54.36000061035156,27.90999984741211
2013-01-29,53.9900016784668,28.01000022888184
2013-01-30,53.790000915527344,27.850000381469727
2013-01-31,53.880001068115234,27.450000762939453
2013-02-01,54.59000015258789,27.93000030517578
2013-02-04,53.900001525878906,27.440000534057617
2013-02-05,54.290000915527344,27.5
2013-02-06,54.52000045776367,27.34000015258789
2013-02-07,54.36000061035156,27.280000686645508
2013-02-08,54.65999984741211,27.549999237060547
2013-02-11,54.75,27.86000061035156
2013-02-12,54.95000076293945,27.8799991607666
2013-02-13,54.959999084472656,28.030000686645508
2013-02-14,54.880001068115234,28.040000915527344
2013-02-15,55.61000061035156,28.01000022888184
2013-02-19,55.72999954223633,28.049999237060547
2013-02-20,54.59999847412109,27.8700008392334
2013-02-21,54.16999816894531,27.489999771118164
2013-02-22,54.25,27.76000022888184
2013-02-25,53.59000015258789,27.3700008392334
2013-02-26,53.900001525878906,27.3700008392334
2013-02-27,54.47999954223633,27.809999465942383
2013-02-28,54.59000015258789,27.799999237060547
2013-03-01,55.33000183105469,27.950000762939453
2013-03-04,55.79999923706055,28.14999961853028
2013-03-05,56.47999954223633,28.350000381469727
2013-03-06,56.36000061035156,28.09000015258789
2013-03-07,56.31999969482422,28.13999938964844
2013-03-08,57.38999938964844,28.0
2013-03-11,57.65999984741211,27.8700008392334
2013-03-12,57.11000061035156,27.90999984741211
2013-03-13,57.34000015258789,27.920000076293945
2013-03-14,57.75,28.13999938964844
2013-03-15,57.58000183105469,28.040000915527344
2013-03-18,56.83000183105469,28.100000381469727
2013-03-19,56.310001373291016,28.18000030517578
2013-03-20,56.93999862670898,28.31999969482422
2013-03-21,56.310001373291016,28.11000061035156
2013-03-22,56.77999877929688,28.25
2013-03-25,56.209999084472656,28.15999984741211
2013-03-26,56.630001068115234,28.15999984741211
2013-03-27,56.470001220703125,28.3700008392334
2013-03-28,56.79999923706055,28.61000061035156
2013-04-01,56.68999862670898,28.61000061035156
2013-04-02,57.459999084472656,28.799999237060547
2013-04-03,57.25,28.559999465942383
2013-04-04,57.59000015258789,28.600000381469727
2013-04-05,57.70000076293945,28.700000762939453
2013-04-08,58.81999969482422,28.59000015258789
2013-04-09,59.13999938964844,29.61000061035156
2013-04-10,60.11000061035156,30.280000686645508
2013-04-11,60.54999923706055,28.940000534057617
2013-04-12,60.54999923706055,28.790000915527344
2013-04-15,58.880001068115234,28.690000534057617
2013-04-16,60.75,28.96999931335449
2013-04-17,60.68000030517578,28.82999992370605
2013-04-18,59.9900016784668,28.790000915527344
2013-04-19,61.560001373291016,29.770000457763672
2013-04-22,62.0099983215332,30.82999992370605
2013-04-23,62.59000015258789,30.600000381469727
2013-04-24,61.93999862670898,31.76000022888184
2013-04-25,62.0,31.940000534057617
2013-04-26,61.869998931884766,31.790000915527344
2013-04-29,63.0,32.61000061035156
2013-04-30,62.84000015258789,33.099998474121094
2013-05-01,63.209999084472656,32.720001220703125
2013-05-02,63.880001068115234,33.15999984741211
2013-05-03,64.80000305175781,33.4900016784668
2013-05-06,65.05999755859375,33.75
2013-05-07,66.06999969482422,33.310001373291016
2013-05-08,65.98999786376953,32.9900016784668
2013-05-09,66.66999816894531,32.65999984741211
2013-05-10,67.19999694824219,32.689998626708984
2013-05-13,67.31999969482422,33.029998779296875
2013-05-14,67.47000122070312,33.529998779296875
2013-05-15,67.66999816894531,33.849998474121094
2013-05-16,66.47000122070312,34.08000183105469
2013-05-17,66.58000183105469,34.869998931884766
2013-05-20,66.12000274658203,35.08000183105469
2013-05-21,65.83000183105469,34.849998474121094
2013-05-22,65.56999969482422,34.61000061035156
2013-05-23,65.2300033569336,34.150001525878906
2013-05-24,65.48999786376953,34.27000045776367
2013-05-28,66.69000244140625,35.02000045776367
2013-05-29,66.26000213623047,34.880001068115234
2013-05-30,64.6500015258789,35.029998779296875
2013-05-31,63.08000183105469,34.900001525878906
2013-06-03,63.79999923706055,35.59000015258789
2013-06-04,64.3499984741211,34.9900016784668
2013-06-05,63.119998931884766,34.779998779296875
2013-06-06,63.13999938964844,34.959999084472656
2013-06-07,64.8499984741211,35.66999816894531
2013-06-10,63.83000183105469,35.470001220703125
2013-06-11,63.79999923706055,34.84000015258789
2013-06-12,62.9900016784668,35.0
2013-06-13,64.30000305175781,34.720001220703125
2013-06-14,63.79999923706055,34.400001525878906
2013-06-17,64.48999786376953,35.0
2013-06-18,65.29000091552734,34.97999954223633
2013-06-19,64.33000183105469,34.59000015258789
2013-06-20,61.97999954223633,33.4900016784668
2013-06-21,62.72999954223633,33.27000045776367
2013-06-24,62.43999862670898,33.720001220703125
2013-06-25,62.56999969482422,33.66999816894531
2013-06-26,63.209999084472656,34.349998474121094
2013-06-27,63.720001220703125,34.619998931884766
2013-06-28,63.150001525878906,34.540000915527344
2013-07-01,63.93000030517578,34.36000061035156
2013-07-02,63.2599983215332,33.939998626708984
2013-07-03,63.61000061035156,34.0099983215332
2013-07-05,63.81999969482422,34.209999084472656
2013-07-08,64.70999908447266,34.33000183105469
2013-07-09,64.94000244140625,34.349998474121094
2013-07-10,64.91000366210938,34.70000076293945
2013-07-11,66.58000183105469,35.689998626708984
2013-07-12,66.9800033569336,35.66999816894531
2013-07-15,65.93000030517578,36.16999816894531
2013-07-16,65.02999877929688,36.27000045776367
2013-07-17,65.36000061035156,35.7400016784668
2013-07-18,65.81999969482422,35.439998626708984
2013-07-19,65.16000366210938,31.39999961853028
2013-07-22,64.4000015258789,32.0099983215332
2013-07-23,64.44999694824219,31.81999969482422
2013-07-24,64.63999938964844,31.959999084472656
2013-07-25,64.55000305175781,31.38999938964844
2013-07-26,64.9800033569336,31.6200008392334
2013-07-29,64.61000061035156,31.540000915527344
2013-07-30,64.18000030517578,31.850000381469727
2013-07-31,64.6500015258789,31.84000015258789
2013-08-01,65.36000061035156,31.670000076293945
2013-08-02,66.51000213623047,31.88999938964844
2013-08-05,66.0199966430664,31.700000762939453
2013-08-06,67.05000305175781,31.57999992370605
2013-08-07,65.91000366210938,32.060001373291016
2013-08-08,65.75,32.88999938964844
2013-08-09,64.7300033569336,32.70000076293945
2013-08-12,63.93000030517578,32.869998931884766
2013-08-13,63.97999954223633,32.22999954223633
2013-08-14,63.959999084472656,32.349998474121094
2013-08-15,62.380001068115234,31.790000915527344
2013-08-16,62.16999816894531,31.799999237060547
2013-08-19,61.83000183105469,31.38999938964844
2013-08-20,61.880001068115234,31.6200008392334
2013-08-21,61.13999938964844,31.61000061035156
2013-08-22,61.63999938964844,32.38999938964844
2013-08-23,61.72999954223633,34.75
2013-08-26,61.34999847412109,34.150001525878906
2013-08-27,60.68999862670898,33.2599983215332
2013-08-28,60.810001373291016,33.02000045776367
2013-08-29,61.08000183105469,33.54999923706055
2013-08-30,60.83000183105469,33.400001525878906
2013-09-03,60.93000030517578,31.8799991607666
2013-09-04,61.11000061035156,31.200000762939453
2013-09-05,61.29999923706055,31.229999542236328
2013-09-06,61.38999938964844,31.14999961853028
2013-09-09,61.59000015258789,31.65999984741211
2013-09-10,62.83000183105469,32.38999938964844
2013-09-11,63.93999862670898,32.7400016784668
2013-09-12,65.48999786376953,32.689998626708984
2013-09-13,66.69000244140625,33.029998779296875
2013-09-16,66.94000244140625,32.79999923706055
2013-09-17,66.9800033569336,32.93000030517578
2013-09-18,67.11000061035156,33.31999969482422
2013-09-19,65.72000122070312,33.63999938964844
2013-09-20,65.01000213623047,32.790000915527344
2013-09-23,64.75,32.7400016784668
2013-09-24,64.31999969482422,32.45000076293945
2013-09-25,64.44999694824219,32.5099983215332
2013-09-26,65.23999786376953,32.77000045776367
2013-09-27,65.19000244140625,33.27000045776367
2013-09-30,64.48999786376953,33.279998779296875
2013-10-01,64.83000183105469,33.58000183105469
2013-10-02,64.87999725341797,33.91999816894531
2013-10-03,64.0199966430664,33.86000061035156
2013-10-04,65.30000305175781,33.880001068115234
2013-10-07,64.58999633789062,33.29999923706055
2013-10-08,64.0,33.0099983215332
2013-10-09,63.59000015258789,33.06999969482422
2013-10-10,65.58000183105469,33.7599983215332
2013-10-11,66.20999908447266,34.130001068115234
2013-10-14,66.83000183105469,34.45000076293945
2013-10-15,66.44000244140625,34.4900016784668
2013-10-16,66.3499984741211,34.63999938964844
2013-10-17,66.41999816894531,34.91999816894531
2013-10-18,67.1500015258789,34.959999084472656
2013-10-21,67.61000061035156,34.9900016784668
2013-10-22,69.0,34.58000183105469
2013-10-23,68.12000274658203,33.7599983215332
2013-10-24,69.05000305175781,33.720001220703125
2013-10-25,69.26000213623047,35.72999954223633
2013-10-28,69.0,35.56999969482422
2013-10-29,68.91999816894531,35.52000045776367
2013-10-30,68.47000122070312,35.540000915527344
2013-10-31,68.58999633789062,35.40999984741211
2013-11-01,69.01000213623047,35.529998779296875
2013-11-04,68.80999755859375,35.939998626708984
2013-11-05,68.8499984741211,36.63999938964844
2013-11-06,69.0,38.18000030517578
2013-11-07,67.1500015258789,37.5
2013-11-08,68.58000183105469,37.77999877929688
2013-11-11,68.33999633789062,37.59000015258789
2013-11-12,67.7699966430664,37.36000061035156
2013-11-13,68.97000122070312,38.15999984741211
2013-11-14,70.0199966430664,38.02000045776367
2013-11-15,70.0,37.84000015258789
2013-11-18,69.5,37.20000076293945
2013-11-19,69.12000274658203,36.7400016784668
2013-11-20,69.2300033569336,37.08000183105469
2013-11-21,69.94000244140625,37.400001525878906
2013-11-22,70.19999694824219,37.56999969482422
2013-11-25,69.73999786376953,37.63999938964844
2013-11-26,71.18000030517578,37.34999847412109
2013-11-27,70.7699966430664,37.59999847412109
2013-11-29,70.54000091552734,38.130001068115234
2013-12-02,70.91000366210938,38.45000076293945
2013-12-03,69.9000015258789,38.310001373291016
2013-12-04,69.97000122070312,38.93999862670898
2013-12-05,70.2300033569336,38.0
2013-12-06,71.45999908447266,38.36000061035156
2013-12-09,71.11000061035156,38.709999084472656
2013-12-10,71.56999969482422,38.11000061035156
2013-12-11,70.5199966430664,37.61000061035156
2013-12-12,69.62999725341797,37.220001220703125
2013-12-13,69.62000274658203,36.68999862670898
2013-12-16,70.51000213623047,36.88999938964844
2013-12-17,70.66000366210938,36.52000045776367
2013-12-18,72.19999694824219,36.58000183105469
2013-12-19,72.97000122070312,36.25
2013-12-20,72.4000015258789,36.79999923706055
2013-12-23,73.27999877929688,36.619998931884766
2013-12-24,73.8499984741211,37.08000183105469
2013-12-26,74.62000274658203,37.43999862670898
2013-12-27,74.3499984741211,37.290000915527344
2013-12-30,76.2300033569336,37.290000915527344
2013-12-31,76.4000015258789,37.40999984741211
2014-01-02,76.2699966430664,37.15999984741211
2014-01-03,76.11000061035156,36.90999984741211
2014-01-06,75.81999969482422,36.130001068115234
2014-01-07,76.33999633789062,36.40999984741211
2014-01-08,75.22000122070312,35.7599983215332
2014-01-09,74.9000015258789,35.529998779296875
2014-01-10,75.38999938964844,36.040000915527344
2014-01-13,73.2699966430664,34.97999954223633
2014-01-14,74.44999694824219,35.779998779296875
2014-01-15,74.27999877929688,36.7599983215332
2014-01-16,74.20999908447266,36.88999938964844
2014-01-17,73.9800033569336,36.380001068115234
2014-01-21,74.19999694824219,36.16999816894531
2014-01-22,75.30999755859375,35.93000030517578
2014-01-23,74.79000091552734,36.060001373291016
2014-01-24,72.72000122070312,36.810001373291016
2014-01-27,72.25,36.02999877929688
2014-01-28,72.87999725341797,36.27000045776367
2014-01-29,71.33000183105469,36.65999984741211
2014-01-30,73.22000122070312,36.86000061035156
2014-01-31,72.61000061035156,37.84000015258789
2014-02-03,69.98999786376953,36.47999954223633
2014-02-04,71.05000305175781,36.34999847412109
2014-02-05,71.76000213623047,35.81999969482422
2014-02-06,75.55999755859375,36.18000030517578
2014-02-07,75.66999816894531,36.560001373291016
2014-02-10,77.05999755859375,36.79999923706055
2014-02-11,77.79000091552734,37.16999816894531
2014-02-12,77.91000366210938,37.470001220703125
2014-02-13,77.9000015258789,37.61000061035156
2014-02-14,79.2300033569336,37.619998931884766
2014-02-18,79.58000183105469,37.41999816894531
2014-02-19,78.87000274658203,37.5099983215332
2014-02-20,79.19000244140625,37.75
2014-02-21,80.12999725341797,37.97999954223633
2014-02-24,80.7300033569336,37.68999862670898
2014-02-25,80.20999908447266,37.540000915527344
2014-02-26,80.08000183105469,37.470001220703125
2014-02-27,80.4800033569336,37.86000061035156
2014-02-28,80.80999755859375,38.310001373291016
2014-03-03,79.45999908447266,37.77999877929688
2014-03-04,81.70999908447266,38.40999984741211
2014-03-05,82.68000030517578,38.11000061035156
2014-03-06,83.33999633789062,38.150001525878906
2014-03-07,82.20999908447266,37.900001525878906
2014-03-10,81.97000122070312,37.81999969482422
2014-03-11,81.05000305175781,38.02000045776367
2014-03-12,81.37999725341797,38.27000045776367
2014-03-13,79.93000030517578,37.88999938964844
2014-03-14,80.06999969482422,37.70000076293945
2014-03-17,81.38999938964844,38.04999923706055
2014-03-18,81.98999786376953,39.54999923706055
2014-03-19,80.5199966430664,39.27000045776367
2014-03-20,80.80999755859375,40.33000183105469
2014-03-21,80.3499984741211,40.15999984741211
2014-03-24,79.48999786376953,40.5
2014-03-25,79.55000305175781,40.34000015258789
2014-03-26,78.62000274658203,39.790000915527344
2014-03-27,78.4800033569336,39.36000061035156
2014-03-28,78.98999786376953,40.29999923706055
2014-03-31,80.06999969482422,40.9900016784668
2014-04-01,81.56999969482422,41.41999816894531
2014-04-02,81.66999816894531,41.34999847412109
2014-04-03,81.69000244140625,41.0099983215332
2014-04-04,80.43000030517578,39.869998931884766
2014-04-07,79.12999725341797,39.79999923706055
2014-04-08,79.56999969482422,39.81999969482422
2014-04-09,80.47000122070312,40.470001220703125
2014-04-10,77.51000213623047,39.36000061035156
2014-04-11,77.01000213623047,39.209999084472656
2014-04-14,77.62000274658203,39.18000030517578
2014-04-15,77.66000366210938,39.75
2014-04-16,78.94999694824219,40.400001525878906
2014-04-17,79.98999786376953,40.0099983215332
2014-04-21,79.11000061035156,39.93999862670898
2014-04-22,79.44999694824219,39.9900016784668
2014-04-23,79.5199966430664,39.68999862670898
2014-04-24,79.58999633789062,39.86000061035156
2014-04-25,78.2300033569336,39.90999984741211
2014-04-28,77.77999877929688,40.869998931884766
2014-04-29,78.63999938964844,40.5099983215332
2014-04-30,79.33999633789062,40.400001525878906
2014-05-01,79.55999755859375,40.0
2014-05-02,80.30999755859375,39.68999862670898
2014-05-05,81.22000122070312,39.43000030517578
2014-05-06,81.02999877929688,39.060001373291016
2014-05-07,80.29000091552734,39.41999816894531
2014-05-08,81.5999984741211,39.63999938964844
2014-05-09,81.94999694824219,39.540000915527344
2014-05-12,82.41999816894531,39.970001220703125
2014-05-13,82.08000183105469,40.41999816894531
2014-05-14,80.91999816894531,40.2400016784668
2014-05-15,80.1500015258789,39.59999847412109
2014-05-16,80.38999938964844,39.83000183105469
2014-05-19,81.05000305175781,39.75
2014-05-20,81.08999633789062,39.68000030517578
2014-05-21,82.19000244140625,40.34999847412109
2014-05-22,82.3499984741211,40.09999847412109
2014-05-23,83.31999969482422,40.119998931884766
2014-05-27,83.73999786376953,40.18999862670898
2014-05-28,83.5999984741211,40.0099983215332
2014-05-29,84.02999877929688,40.34000015258789
2014-05-30,84.01000213623047,40.93999862670898
2014-06-02,84.2699966430664,40.790000915527344
2014-06-03,83.87999725341797,40.290000915527344
2014-06-04,84.23999786376953,40.31999969482422
2014-06-05,84.77999877929688,41.209999084472656
2014-06-06,84.61000061035156,41.47999954223633
2014-06-09,85.4800033569336,41.27000045776367
2014-06-10,84.75,41.11000061035156
2014-06-11,84.30999755859375,40.86000061035156
2014-06-12,82.80000305175781,40.58000183105469
2014-06-13,82.80000305175781,41.22999954223633
2014-06-16,83.30000305175781,41.5
2014-06-17,83.16000366210938,41.68000030517578
2014-06-18,83.58000183105469,41.650001525878906
2014-06-19,83.7699966430664,41.5099983215332
2014-06-20,82.81999969482422,41.68000030517578
2014-06-23,82.76000213623047,41.9900016784668
2014-06-24,82.68000030517578,41.75
2014-06-25,83.9000015258789,42.02999877929688
2014-06-26,84.44999694824219,41.720001220703125
2014-06-27,85.30000305175781,42.25
2014-06-30,85.73999786376953,41.70000076293945
2014-07-01,86.47000122070312,41.869998931884766
2014-07-02,86.44000244140625,41.900001525878906
2014-07-03,86.83999633789062,41.79999923706055
2014-07-07,86.58999633789062,41.9900016784668
2014-07-08,85.86000061035156,41.77999877929688
2014-07-09,87.22000122070312,41.66999816894531
2014-07-10,86.86000061035156,41.68999862670898
2014-07-11,86.88999938964844,42.09000015258789
2014-07-14,86.76000213623047,42.13999938964844
2014-07-15,86.1500015258789,42.45000076293945
2014-07-16,85.3499984741211,44.08000183105469
2014-07-17,85.02999877929688,44.52999877929688
2014-07-18,85.80999755859375,44.68999862670898
2014-07-21,85.73999786376953,44.84000015258789
2014-07-22,86.20999908447266,44.83000183105469
2014-07-23,86.04000091552734,44.869998931884766
2014-07-24,86.80000305175781,44.400001525878906
2014-07-25,86.2300033569336,44.5
2014-07-28,87.1500015258789,43.970001220703125
2014-07-29,86.19999694824219,43.88999938964844
2014-07-30,87.20999908447266,43.58000183105469
2014-07-31,85.87999725341797,43.15999984741211
2014-08-01,85.37999725341797,42.86000061035156
2014-08-04,87.23999786376953,43.369998931884766
2014-08-05,86.75,43.08000183105469
2014-08-06,86.58999633789062,42.7400016784668
2014-08-07,85.51000213623047,43.22999954223633
2014-08-08,86.8499984741211,43.20000076293945
2014-08-11,87.5,43.20000076293945
2014-08-12,87.20999908447266,43.52000045776367
2014-08-13,87.5999984741211,44.08000183105469
2014-08-14,88.61000061035156,44.27000045776367
2014-08-15,89.27999877929688,44.790000915527344
2014-08-18,89.97000122070312,45.11000061035156
2014-08-19,90.08999633789062,45.33000183105469
2014-08-20,89.83999633789062,44.95000076293945
2014-08-21,90.37999725341795,45.220001220703125
2014-08-22,90.48999786376952,45.150001525878906
2014-08-25,90.37999725341795,45.16999816894531
2014-08-26,90.0199966430664,45.0099983215332
2014-08-27,90.37000274658205,44.869998931884766
2014-08-28,90.2300033569336,44.880001068115234
2014-08-29,89.87999725341797,45.43000030517578
2014-09-02,90.8000030517578,45.09000015258789
2014-09-03,90.94000244140624,44.959999084472656
2014-09-04,90.13999938964844,45.2599983215332
2014-09-05,90.94000244140624,45.90999984741211
2014-09-08,90.55999755859376,46.470001220703125
2014-09-09,89.5999984741211,46.7599983215332
2014-09-10,89.5199966430664,46.84000015258789
2014-09-11,89.97000122070312,47.0
2014-09-12,89.66999816894531,46.70000076293945
2014-09-15,90.08000183105467,46.2400016784668
2014-09-16,90.2699966430664,46.7599983215332
2014-09-17,90.33000183105467,46.52000045776367
2014-09-18,90.33999633789062,46.68000030517578
2014-09-19,90.48999786376952,47.52000045776367
2014-09-22,89.29000091552734,47.060001373291016
2014-09-23,88.30999755859375,46.560001373291016
2014-09-24,89.44999694824219,47.08000183105469
2014-09-25,88.06999969482422,46.040000915527344
2014-09-26,88.73999786376953,46.40999984741211
2014-09-29,88.83000183105469,46.43999862670898
2014-09-30,89.02999877929688,46.36000061035156
2014-10-01,87.48999786376953,45.900001525878906
2014-10-02,86.79000091552734,45.7599983215332
2014-10-03,88.44999694824219,46.09000015258789
2014-10-06,88.55999755859375,46.09000015258789
2014-10-07,87.11000061035156,45.52999877929688
2014-10-08,88.11000061035156,46.77999877929688
2014-10-09,85.70999908447266,45.84999847412109
2014-10-10,86.2699966430664,44.02999877929688
2014-10-13,83.91000366210938,43.650001525878906
2014-10-14,84.13999938964844,43.72999954223633
2014-10-15,82.08000183105469,43.220001220703125
2014-10-16,81.73999786376953,42.7400016784668
2014-10-17,83.83000183105469,43.630001068115234
2014-10-20,85.5199966430664,44.08000183105469
2014-10-21,87.54000091552734,44.880001068115234
2014-10-22,87.0999984741211,44.380001068115234
2014-10-23,87.98999786376953,45.02000045776367
2014-10-24,88.61000061035156,46.130001068115234
2014-10-27,88.44999694824219,45.90999984741211
2014-10-28,89.93000030517578,46.4900016784668
2014-10-29,89.52999877929688,46.619998931884766
2014-10-30,90.22000122070312,46.04999923706055
2014-10-31,91.37999725341795,46.95000076293945
2014-11-03,91.70999908447266,47.43999862670898
2014-11-04,90.3499984741211,47.56999969482422
2014-11-05,91.0,47.86000061035156
2014-11-06,92.0,48.70000076293945
2014-11-07,90.0,48.68000030517578
2014-11-10,89.77999877929688,48.88999938964844
2014-11-11,89.9800033569336,48.869998931884766
2014-11-12,89.9000015258789,48.77999877929688
2014-11-13,90.48999786376952,49.61000061035156
2014-11-14,90.8000030517578,49.58000183105469
2014-11-17,90.41000366210938,49.459999084472656
2014-11-18,90.27999877929688,48.7400016784668
2014-11-19,89.81999969482422,48.220001220703125
2014-11-20,88.9000015258789,48.70000076293945
2014-11-21,88.95999908447266,47.97999954223633
2014-11-24,90.58000183105467,47.59000015258789
2014-11-25,91.6500015258789,47.470001220703125
2014-11-26,91.91999816894533,47.75
2014-11-28,92.51000213623048,47.810001373291016
2014-12-01,92.6999969482422,48.619998931884766
2014-12-02,93.47000122070312,48.459999084472656
2014-12-03,93.11000061035156,48.08000183105469
2014-12-04,93.2300033569336,48.84000015258789
2014-12-05,93.76000213623048,48.41999816894531
2014-12-08,93.8000030517578,47.70000076293945
2014-12-09,92.94000244140624,47.59000015258789
2014-12-10,91.62999725341795,46.900001525878906
2014-12-11,91.75,47.16999816894531
2014-12-12,91.48999786376952,46.95000076293945
